Gene_IDs	Gene_Symbols	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000277282	IGHV1OR21-1	9.402181525	-3.799415102	1.022404297	-3.716157211	0.000202276	0.001471583
ENSG00000117091	CD48	210.9797593	-3.801869783	0.483170968	-7.868580756	3.58687E-15	1.91756E-13
ENSG00000136250	AOAH	462.7313031	-3.803043584	0.476040919	-7.988900602	1.36147E-15	7.77331E-14
ENSG00000224897	POT1-AS1	12.63022545	-3.804000265	0.740529056	-5.13686834	2.79355E-07	4.15659E-06
ENSG00000279511	None	9.359950085	-3.804055259	0.769982987	-4.940440663	7.79462E-07	1.05771E-05
ENSG00000163564	PYHIN1	87.08484016	-3.804308454	0.477911843	-7.960272395	1.71661E-15	9.6287E-14
ENSG00000257254	None	1.885289141	-3.805033836	1.47315143	-2.582921049	0.009796774	0.038047437
ENSG00000226945	RPL13AP8	9.362868355	-3.806163531	0.849326271	-4.481391501	7.41579E-06	8.10002E-05
ENSG00000263693	MIR3161	3.102436722	-3.809552463	1.289487597	-2.954314932	0.00313364	0.015012499
ENSG00000173597	SULT1B1	18.69232069	-3.81093464	0.692268671	-5.504993656	3.69182E-08	6.6382E-07
ENSG00000121797	CCRL2	63.93500221	-3.811305756	0.428741546	-8.889518143	6.13745E-19	5.64504E-17
ENSG00000251309	None	4.770973845	-3.811871691	1.120041988	-3.403329278	0.0006657	0.004108776
ENSG00000259337	IGHV1OR15-2	16.15316862	-3.814538955	0.83104207	-4.59006721	4.43103E-06	5.11468E-05
ENSG00000110848	CD69	90.27180652	-3.816980731	0.502291624	-7.599132752	2.98122E-14	1.39924E-12
ENSG00000250541	None	9.461767396	-3.818059144	0.81505217	-4.684435284	2.80733E-06	3.37726E-05
ENSG00000271375	None	14.9710606	-3.819166163	1.092885494	-3.49457119	0.000474824	0.003070817
ENSG00000163599	CTLA4	81.24291624	-3.819641737	0.41389318	-9.228568909	2.74272E-20	3.06072E-18
ENSG00000160883	HK3	233.4947788	-3.829122247	0.290386378	-13.18630121	1.05223E-39	1.39929E-36
ENSG00000115956	PLEK	757.932047	-3.831611624	0.272075612	-14.0828926	4.83879E-45	1.54435E-41
ENSG00000079263	SP140	236.0986611	-3.833367833	0.419810152	-9.131193744	6.77481E-20	7.11266E-18
ENSG00000214212	C19orf38	45.36037889	-3.835971388	0.679595133	-5.644495084	1.65667E-08	3.17372E-07
ENSG00000257284	None	11.62560751	-3.843091895	0.933685864	-4.116043783	3.85431E-05	0.000347891
ENSG00000254557	None	3.123682783	-3.8461379	1.308123587	-2.940194595	0.003280062	0.015543645
ENSG00000136573	BLK	142.6821107	-3.848322848	0.496976266	-7.74347411	9.67365E-15	4.85447E-13
ENSG00000197588	KLKP1	4.703113831	-3.85052756	1.163031048	-3.310769362	0.000930399	0.005425653
ENSG00000154611	PSMA8	1.85846897	-3.852870272	1.482238273	-2.599359593	0.009339788	0.036678807
ENSG00000237693	IRGM	3.178531694	-3.853633871	1.298105186	-2.968660716	0.002991006	0.014439716
ENSG00000211792	TRAV14DV4	4.915473157	-3.858126153	1.068552766	-3.610608923	0.000305479	0.002099864
ENSG00000211785	TRAV12-1	4.925429491	-3.86621995	1.162989687	-3.324380253	0.000886153	0.005205679
ENSG00000280721	LINC01943	16.35334057	-3.870154005	0.616600525	-6.276598622	3.4606E-10	8.67624E-09
ENSG00000145649	GZMA	87.95900807	-3.877476662	0.677743479	-5.721156721	1.05801E-08	2.10259E-07
ENSG00000175857	GAPT	65.09877754	-3.878708047	0.395495701	-9.807206586	1.0483E-22	1.66228E-20
ENSG00000171999	OR52P2P	4.975854844	-3.879625846	1.199938676	-3.233186766	0.001224175	0.006855724
ENSG00000211645	IGLV1-50	24.22408898	-3.879704258	0.777300473	-4.991254208	5.99885E-07	8.32794E-06
ENSG00000232368	FTLP2	3.383884832	-3.882256458	1.538827375	-2.522866775	0.011640249	0.04370194
ENSG00000142512	SIGLEC10	132.5327357	-3.884932599	0.353982928	-10.97491514	5.04532E-28	1.62653E-25
ENSG00000169248	CXCL11	8.150588673	-3.885340768	0.891897013	-4.356266151	1.323E-05	0.000135553
ENSG00000186407	CD300E	122.6403451	-3.891489546	0.461945384	-8.424133413	3.6343E-17	2.5662E-15
ENSG00000228512	None	1.989350205	-3.897161093	1.536761286	-2.535957359	0.011214039	0.042406074
ENSG00000182487	NCF1B	14.89273218	-3.898995312	0.766278386	-5.088223008	3.61434E-07	5.2482E-06
ENSG00000224288	MTCYBP11	1.934395566	-3.904664487	1.423493266	-2.743015778	0.006087776	0.025933991
ENSG00000259162	None	10.10392882	-3.90533151	0.781874696	-4.994830413	5.88875E-07	8.19648E-06
ENSG00000258308	None	5.041668404	-3.907021722	1.082313246	-3.609880721	0.000306338	0.002104408
ENSG00000232772	MTND4P22	1.966919302	-3.909619259	1.406941869	-2.778806535	0.005455901	0.023668687
ENSG00000253359	IGHV3-37	1.966919302	-3.909619259	1.406941869	-2.778806535	0.005455901	0.023668687
ENSG00000111537	IFNG	14.99577566	-3.911896809	0.739951671	-5.28669231	1.24548E-07	2.02088E-06
ENSG00000177272	KCNA3	336.7435292	-3.912029156	0.440323468	-8.884443907	6.42413E-19	5.89174E-17
ENSG00000231292	IGKV1OR2-108	61.90005929	-3.91259887	0.603470872	-6.483492492	8.96233E-11	2.52464E-09
ENSG00000198959	TGM2	369.122995	-3.912989574	0.405893063	-9.640444555	5.39538E-22	7.51961E-20
ENSG00000264493	MIR4298	1.964994883	-3.916857138	1.425700473	-2.747321202	0.006008426	0.025643878
ENSG00000211765	TRBJ2-2	3.277844123	-3.918353261	1.260078633	-3.109610114	0.001873344	0.009791952
ENSG00000164935	DCSTAMP	5.168735826	-3.919230303	1.502492043	-2.608486561	0.009094358	0.03591827
ENSG00000158517	NCF1	46.52325602	-3.919588979	0.52577664	-7.454855699	8.99662E-14	3.88022E-12
ENSG00000211780	TRAV6	1.960762316	-3.919674883	1.459334512	-2.685933109	0.007232757	0.029766688
ENSG00000122862	SRGN	823.3635286	-3.920622499	0.375403606	-10.4437529	1.56499E-25	3.64585E-23
ENSG00000171595	DNAI2	3.278555341	-3.922143446	1.299907657	-3.017247744	0.002550812	0.012657296
ENSG00000251002	TRD-AS1	5.100233814	-3.923929365	1.106081031	-3.547596655	0.000388763	0.002586567
ENSG00000237011	None	4.809087167	-3.924596992	1.189168426	-3.300286913	0.00096586	0.005609899
ENSG00000219088	None	6.727155902	-3.935762015	0.919607344	-4.27982882	1.87037E-05	0.000183394
ENSG00000096996	IL12RB1	143.3872129	-3.936336586	0.302873135	-12.99665152	1.27818E-38	1.35982E-35
ENSG00000211796	TRAV16	5.184625543	-3.94159806	1.155997779	-3.409693453	0.000650359	0.004024989
ENSG00000104974	LILRA1	27.04618548	-3.942222411	0.538610791	-7.319241422	2.49377E-13	1.02439E-11
ENSG00000261795	None	2.025378983	-3.946237077	1.463615718	-2.696224855	0.007013031	0.029023326
ENSG00000162511	LAPTM5	2405.345278	-3.946913277	0.459471146	-8.590122164	8.68769E-18	6.76284E-16
ENSG00000211842	TRAJ47	2.082692743	-3.953057386	1.534274802	-2.57649893	0.009980651	0.038597173
ENSG00000231445	TIMM8AP1	2.071868488	-3.953142051	1.535429383	-2.574616648	0.010035124	0.038756174
ENSG00000211891	IGHE	27.21956864	-3.953454072	0.812152682	-4.867870489	1.12807E-06	1.49083E-05
ENSG00000241942	RPS20P20	3.444319433	-3.953638409	1.27402274	-3.10327146	0.00191394	0.009956855
ENSG00000261628	None	2.027738104	-3.954486131	1.389640939	-2.845689142	0.004431543	0.0199255
ENSG00000213172	None	8.553416574	-3.954619117	0.892611835	-4.430390638	9.40625E-06	9.96382E-05
ENSG00000273272	None	2.1175756	-3.956154371	1.429112561	-2.768259463	0.005635657	0.024303152
ENSG00000211777	TRAV3	6.892180417	-3.957674896	0.965170952	-4.100491097	4.12274E-05	0.000368967
ENSG00000211652	IGLV7-43	58.69632476	-3.959710563	0.844286175	-4.690009954	2.73192E-06	3.29399E-05
ENSG00000179088	C12orf42	12.40960999	-3.96262646	0.872560312	-4.541378291	5.58876E-06	6.27846E-05
ENSG00000273837	None	5.259249517	-3.968809652	1.378453932	-2.879174674	0.003987174	0.018278462
ENSG00000172578	KLHL6	593.8230392	-3.976125161	0.397494943	-10.00295785	1.47912E-23	2.60815E-21
ENSG00000196805	SPRR2B	96.36135801	-3.981343589	1.566847861	-2.540989262	0.011053931	0.041919828
ENSG00000271503	CCL5	251.9918722	-3.990104479	0.701586201	-5.687261913	1.29092E-08	2.5138E-07
ENSG00000237914	SIRPG-AS1	15.64292471	-3.991513655	0.650819946	-6.133053663	8.62081E-10	2.02757E-08
ENSG00000211595	IGKJ3	190.4183756	-3.993424092	1.260415019	-3.168340612	0.001533118	0.008284963
ENSG00000055957	ITIH1	3.46100785	-3.995281133	1.241162752	-3.218982462	0.001286464	0.007136932
ENSG00000211724	TRBV6-6	3.46100785	-3.995281133	1.241162752	-3.218982462	0.001286464	0.007136932
ENSG00000224715	None	8.890757947	-4.000217403	0.913297892	-4.379970041	1.18696E-05	0.000122797
ENSG00000211787	TRAV8-3	8.808913917	-4.000278745	0.879728616	-4.547173608	5.43711E-06	6.12318E-05
ENSG00000173200	PARP15	223.4850615	-4.000466367	0.476210537	-8.40062548	4.44107E-17	3.06799E-15
ENSG00000234389	None	8.91576732	-4.003940221	0.954332755	-4.195538924	2.72224E-05	0.000255839
ENSG00000140030	GPR65	136.7171824	-4.003964755	0.410520979	-9.753374262	1.78437E-22	2.6737E-20
ENSG00000125910	S1PR4	167.195554	-4.004933301	0.376589619	-10.63474165	2.05397E-26	5.46288E-24
ENSG00000146666	LINC00525	12.00552413	-4.005974164	0.920438131	-4.352247075	1.34749E-05	0.000137753
ENSG00000253686	LINC01484	25.15224695	-4.010603077	0.711355926	-5.63796959	1.72067E-08	3.2845E-07
ENSG00000231507	LINC01353	2.134264017	-4.010826063	1.405324077	-2.854022164	0.004316952	0.019493469
ENSG00000143184	XCL1	5.446091293	-4.013738012	1.272220061	-3.1549086	0.001605484	0.008624916
ENSG00000099958	DERL3	911.0625178	-4.016793273	0.504751649	-7.95795969	1.74899E-15	9.77549E-14
ENSG00000254585	MAGEL2	23.28847408	-4.019830034	0.579340676	-6.938629038	3.95923E-12	1.37951E-10
ENSG00000211745	TRBV4-2	3.649911652	-4.020182989	1.307711366	-3.074212776	0.002110588	0.010801001
ENSG00000124780	KCNK17	10.7415071	-4.024408646	0.883737921	-4.553848545	5.26733E-06	5.96142E-05
ENSG00000224397	PELATON	57.18114508	-4.027062831	0.412513933	-9.76224683	1.63492E-22	2.46133E-20
ENSG00000188452	CERKL	92.7633955	-4.030289301	0.43986142	-9.162634217	5.06456E-20	5.38802E-18
ENSG00000198796	ALPK2	93.14023738	-4.030963134	0.346795753	-11.62345011	3.13226E-31	1.63884E-28
ENSG00000253998	IGKV2-29	5.12387319	-4.03451892	1.344987173	-2.999670927	0.002702714	0.013293067
ENSG00000211941	IGHV3-11	253.6293465	-4.035948229	1.202303786	-3.356845646	0.000788371	0.00471722
ENSG00000132185	FCRLA	66.79508623	-4.036654204	0.523266089	-7.714343218	1.21607E-14	5.98951E-13
ENSG00000279490	None	7.198084851	-4.037926105	0.872167243	-4.629761252	3.66088E-06	4.3051E-05
ENSG00000153012	LGI2	273.9506939	-4.04555452	0.365022886	-11.08301611	1.51675E-28	5.3181E-26
ENSG00000197888	UGT2B17	7.435054885	-4.046345403	1.013948184	-3.990682626	6.58834E-05	0.000556426
ENSG00000237567	LINC02836	3.718100639	-4.04751677	1.374462067	-2.944800638	0.003231628	0.015373475
ENSG00000211714	TRBV7-3	3.733939854	-4.048546557	1.40006696	-2.891680664	0.003831872	0.017693581
ENSG00000168685	IL7R	1803.982139	-4.050709539	0.568364797	-7.126953608	1.02615E-12	3.87122E-11
ENSG00000163508	EOMES	80.24425557	-4.052901812	0.818773683	-4.949965903	7.42265E-07	1.01229E-05
ENSG00000260123	CARMAL	2.106387347	-4.054300426	1.455307715	-2.785871596	0.005338401	0.02324743
ENSG00000240505	TNFRSF13B	46.40024449	-4.054953093	0.533832774	-7.595923835	3.05604E-14	1.42806E-12
ENSG00000141433	ADCYAP1	33.06580938	-4.056221143	0.555624329	-7.300294342	2.87139E-13	1.16743E-11
ENSG00000078589	P2RY10	87.87172834	-4.060532854	0.507000098	-8.008938997	1.15702E-15	6.66562E-14
ENSG00000105694	ELOCP28	2.230782622	-4.0629113	1.448537901	-2.804836032	0.005034218	0.022122003
ENSG00000131015	ULBP2	3.558978736	-4.062993883	1.515136295	-2.6816029	0.007327038	0.030096491
ENSG00000263366	ABHD17AP5	3.694891238	-4.06709255	1.309366417	-3.106153095	0.001895386	0.009885588
ENSG00000137265	IRF4	1754.323621	-4.067800916	0.451538777	-9.00875212	2.08414E-19	2.06576E-17
ENSG00000163600	ICOS	60.42343798	-4.069990964	0.378003012	-10.76708607	4.92337E-27	1.45495E-24
ENSG00000170128	GPR25	3.651472072	-4.071372995	1.261165834	-3.228261411	0.001245451	0.006952915
ENSG00000222889	RN7SKP29	2.190067857	-4.072640074	1.558369597	-2.613398055	0.008964682	0.035538045
ENSG00000211868	TRAJ21	3.684778202	-4.074926562	1.231777894	-3.308166662	0.000939089	0.005471334
ENSG00000167077	MEI1	211.3603212	-4.076680542	0.424141071	-9.611614682	7.14201E-22	9.65866E-20
ENSG00000170819	BFSP2	5.488851682	-4.077514181	1.030982715	-3.95497822	7.65416E-05	0.000635015
ENSG00000211884	TRAJ5	3.750260376	-4.080147804	1.255463251	-3.249914164	0.001154398	0.006527956
ENSG00000073861	TBX21	33.7262035	-4.087204641	0.642294338	-6.363444916	1.97278E-10	5.1694E-09
ENSG00000274008	Metazoa_SRP	5.527755649	-4.093169236	1.07675936	-3.801377902	0.000143894	0.00109685
ENSG00000250274	None	3.719315779	-4.093686652	1.286890036	-3.181069506	0.001467324	0.007986207
ENSG00000173369	C1QB	1800.69484	-4.096092958	0.614698519	-6.663580332	2.67236E-11	8.14623E-10
ENSG00000121966	CXCR4	707.7371492	-4.096653016	0.334730698	-12.23865347	1.93211E-34	1.40149E-31
ENSG00000276521	None	3.710799673	-4.096849788	1.259873078	-3.251795644	0.001146784	0.006490649
ENSG00000189430	NCR1	9.448888755	-4.099938775	0.976852078	-4.197092749	2.70363E-05	0.00025439
ENSG00000105989	WNT2	200.5584807	-4.100297732	0.546740634	-7.499529905	6.40471E-14	2.84697E-12
ENSG00000261218	None	11.25517429	-4.100412011	0.814275982	-5.035653882	4.7622E-07	6.75213E-06
ENSG00000227507	LTB	271.3288304	-4.101312689	0.287282066	-14.27625728	3.07688E-46	1.40288E-42
ENSG00000161405	IKZF3	1204.584998	-4.102144547	0.462429173	-8.870860208	7.2583E-19	6.59989E-17
ENSG00000222724	RNU2-63P	5.74965681	-4.108209892	1.152868174	-3.563468906	0.000365986	0.002457566
ENSG00000186074	CD300LF	56.69237886	-4.109553262	0.681915689	-6.026482937	1.67566E-09	3.7822E-08
ENSG00000164932	CTHRC1	571.0004374	-4.112540389	0.35459598	-11.59782013	4.22708E-31	2.14145E-28
ENSG00000115523	GNLY	132.7748246	-4.11564717	0.657190368	-6.26248857	3.78882E-10	9.39579E-09
ENSG00000229664	None	7.66623203	-4.121377854	0.989318184	-4.165876988	3.10158E-05	0.000287344
ENSG00000211978	IGHV5-78	28.03996062	-4.122764361	0.808325522	-5.100376332	3.38979E-07	4.95368E-06
ENSG00000090382	LYZ	2411.520576	-4.12313055	0.391301052	-10.53697792	5.83437E-26	1.47785E-23
ENSG00000154016	GRAP	5.706030347	-4.12376367	1.007488881	-4.09311085	4.25624E-05	0.000379024
ENSG00000103313	MEFV	144.9123364	-4.124094494	0.316087988	-13.047299	6.58405E-39	7.24609E-36
ENSG00000118785	SPP1	78.19668088	-4.124182515	0.601987363	-6.850945338	7.33635E-12	2.44924E-10
ENSG00000054938	CHRDL2	24.87419466	-4.125485243	0.575215327	-7.172071134	7.38715E-13	2.84401E-11
ENSG00000211942	IGHV3-13	78.38073273	-4.127760081	1.522378201	-2.711389376	0.006700189	0.028000949
ENSG00000185962	LCE3A	9.256957977	-4.13177321	1.219708165	-3.387509675	0.000705302	0.004306567
ENSG00000251149	MTND5P5	5.820657867	-4.133836816	1.066675713	-3.87543915	0.000106433	0.000845001
ENSG00000230006	ANKRD36BP2	589.2769199	-4.135062079	0.450948708	-9.169694926	4.7436E-20	5.06343E-18
ENSG00000225690	TREML5P	2.225751355	-4.137021691	1.454020148	-2.845229962	0.004437937	0.019943847
ENSG00000274718	None	2.225751355	-4.137021691	1.454020148	-2.845229962	0.004437937	0.019943847
ENSG00000203710	CR1	267.4810746	-4.137517503	0.505585192	-8.183620817	2.7544E-16	1.7103E-14
ENSG00000224557	HLA-DPB2	11.73734914	-4.145690601	0.964731592	-4.297247688	1.72932E-05	0.00017178
ENSG00000211639	IGLV4-60	20.43330544	-4.146299239	1.092370872	-3.795688209	0.000147234	0.001117246
ENSG00000249131	PSD2-AS1	2.312412783	-4.146513162	1.348813227	-3.074193728	0.002110723	0.010801001
ENSG00000211725	TRBV5-5	2.387924879	-4.149617743	1.481964098	-2.800079805	0.005108997	0.02239203
ENSG00000211837	TRAJ53	2.387924879	-4.149617743	1.481964098	-2.800079805	0.005108997	0.02239203
ENSG00000182674	KCNB2	11.26100564	-4.151153422	0.950596282	-4.366894235	1.26026E-05	0.000129541
ENSG00000124772	CPNE5	346.4087846	-4.157054623	0.439243613	-9.464120825	2.96041E-21	3.71986E-19
ENSG00000211979	IGHV7-81	5.783080248	-4.15861318	1.050807235	-3.957541441	7.57252E-05	0.000629059
ENSG00000158859	ADAMTS4	340.1252506	-4.165726857	0.398952894	-10.44165094	1.60004E-25	3.70049E-23
ENSG00000112195	TREML2	41.07621036	-4.167967518	0.543762334	-7.665053747	1.78756E-14	8.61811E-13
ENSG00000249309	None	3.941161713	-4.17177377	1.266087606	-3.295011933	0.000984175	0.005699955
ENSG00000174885	NLRP6	44.48649151	-4.172131541	0.564721684	-7.387942879	1.49118E-13	6.23754E-12
ENSG00000143226	FCGR2A	473.6619274	-4.172770949	0.481802991	-8.660741057	4.68707E-18	3.78715E-16
ENSG00000235304	LINC01281	3.956809937	-4.174400041	1.310649895	-3.184984836	0.001447616	0.0078924
ENSG00000280344	None	5.842251148	-4.177012975	1.093038488	-3.821469254	0.000132659	0.001021212
ENSG00000189233	NUGGC	140.3116244	-4.178454474	0.515247912	-8.109600008	5.07867E-16	3.0641E-14
ENSG00000185155	MIXL1	25.73015323	-4.189486307	0.793112724	-5.282334001	1.27548E-07	2.06432E-06
ENSG00000184557	SOCS3	1297.098817	-4.193120591	0.482418505	-8.691873436	3.56511E-18	2.92504E-16
ENSG00000251215	GOLGA5P1	23.97201529	-4.194699401	0.573405021	-7.315421463	2.56575E-13	1.0512E-11
ENSG00000105639	JAK3	1315.433666	-4.19628736	0.265616365	-15.79830128	3.19614E-56	3.40026E-52
ENSG00000275385	CCL18	640.0032378	-4.199747904	0.623012156	-6.741036856	1.5726E-11	4.96451E-10
ENSG00000254415	SIGLEC14	52.44974428	-4.201678726	0.594897229	-7.062864842	1.63104E-12	5.9493E-11
ENSG00000211961	IGHV1-45	9.830956358	-4.209206599	1.020703007	-4.123830899	3.72623E-05	0.000337859
ENSG00000183508	TENT5C	2576.208927	-4.210773822	0.493743832	-8.52825604	1.4857E-17	1.11834E-15
ENSG00000254220	IGKV2D-18	2.505275047	-4.217902277	1.571847909	-2.683403562	0.007287699	0.029958037
ENSG00000233387	IATPR	6.038598251	-4.222951516	1.113888376	-3.791180163	0.000149933	0.001135564
ENSG00000153093	ACOXL	30.36541403	-4.223498328	0.562339671	-7.510582204	5.8865E-14	2.63128E-12
ENSG00000134460	IL2RA	141.7584635	-4.225346988	0.444519628	-9.505422749	1.99237E-21	2.55376E-19
ENSG00000211695	TRGV9	6.303949348	-4.22633513	1.130629974	-3.738035632	0.000185464	0.001368298
ENSG00000241657	TRBV11-2	4.191752236	-4.23210219	1.290138871	-3.280346237	0.001036798	0.00595669
ENSG00000271113	TMX1P2	2.523887883	-4.235528393	1.431007689	-2.959822248	0.003078166	0.014791139
ENSG00000255040	MORF4L1P3	18.26204437	-4.236440834	0.713564246	-5.937013879	2.9026E-09	6.29344E-08
ENSG00000155307	SAMSN1	228.4225824	-4.236491262	0.480747555	-8.81229914	1.22605E-18	1.06333E-16
ENSG00000229092	IGHV3-47	11.83442856	-4.239562811	1.001061753	-4.235066218	2.28484E-05	0.000218658
ENSG00000199866	Y_RNA	4.177857642	-4.24073532	1.366289273	-3.103834162	0.001910304	0.009942801
ENSG00000237339	LINC01502	4.03948445	-4.248868336	1.560096846	-2.723464474	0.006460116	0.027171992
ENSG00000123610	TNFAIP6	218.1479145	-4.249242719	0.447473335	-9.496080294	2.1794E-21	2.77122E-19
ENSG00000166363	OR10A5	6.028728927	-4.253068049	1.033867601	-4.113745362	3.89291E-05	0.000350978
ENSG00000239961	LILRA4	39.24920468	-4.259838748	0.609780482	-6.985856182	2.83124E-12	1.00402E-10
ENSG00000089012	SIRPG	43.884972	-4.261114766	0.44542262	-9.566453455	1.10636E-21	1.45911E-19
ENSG00000104951	IL4I1	130.7453948	-4.262804524	0.301449949	-14.14100262	2.12239E-45	7.52646E-42
ENSG00000221855	TAS2R41	2.489419525	-4.263333141	1.349302569	-3.159656876	0.00157955	0.008498471
ENSG00000122188	LAX1	394.6261094	-4.263764075	0.478760093	-8.905846877	5.298E-19	4.92977E-17
ENSG00000276405	TRBV13	2.506835467	-4.266269072	1.330802171	-3.20578758	0.001346934	0.007422089
ENSG00000152969	JAKMIP1	30.80475853	-4.267723807	0.504932437	-8.452069019	2.86185E-17	2.05256E-15
ENSG00000254802	None	2.569684416	-4.275074833	1.389853076	-3.075918532	0.002098552	0.01075481
ENSG00000275801	None	2.52661053	-4.276446419	1.353030737	-3.160642476	0.001574216	0.008475485
ENSG00000204936	CD177	26.84182251	-4.277705363	0.807352386	-5.298436514	1.16798E-07	1.9058E-06
ENSG00000272282	LINC02084	8.487761158	-4.278769064	1.09352718	-3.912814553	9.12266E-05	0.000739545
ENSG00000228539	None	2.607223113	-4.281383616	1.485183135	-2.882731102	0.003942438	0.018117618
ENSG00000253988	None	2.610638733	-4.282777204	1.469117864	-2.915203273	0.003554569	0.016588337
ENSG00000126583	PRKCG	4.286397396	-4.283495917	1.294717002	-3.308441853	0.000938167	0.005466958
ENSG00000243797	None	8.535841382	-4.28734869	0.9190508	-4.664974656	3.08655E-06	3.68953E-05
ENSG00000170748	RBMXL2	4.248858699	-4.287369449	1.308649142	-3.276179468	0.001052217	0.006035685
ENSG00000196431	CRYBA4	2.605623772	-4.292654182	1.512905664	-2.837357466	0.004548865	0.020359218
ENSG00000233029	None	4.347490302	-4.293475939	1.325482026	-3.239180807	0.001198736	0.006732156
ENSG00000168081	PNOC	46.86203536	-4.297093668	0.573958467	-7.486767622	7.05905E-14	3.11614E-12
ENSG00000206073	SERPINB4	744.4657597	-4.297560405	1.422714312	-3.020677004	0.002522102	0.012532371
ENSG00000254176	IGHV3-75	39.69332822	-4.30212696	0.688219079	-6.251100984	4.07569E-10	1.00603E-08
ENSG00000018280	SLC11A1	286.7902148	-4.305279508	0.466032792	-9.238147146	2.50802E-20	2.81852E-18
ENSG00000231682	LINC01891	2.513841654	-4.307312612	1.431040306	-3.009917047	0.00261319	0.012912616
ENSG00000211931	IGHD2-2	4.368027556	-4.309583677	1.21303874	-3.552717267	0.000381274	0.002545623
ENSG00000244649	LINC02086	2.657491765	-4.311139014	1.394429029	-3.091687654	0.001990221	0.010278302
ENSG00000236330	RPL5P9	2.55604762	-4.315289876	1.333018438	-3.23723195	0.001206953	0.006772346
ENSG00000108342	CSF3	51.33188381	-4.318297959	0.678041706	-6.36877927	1.90539E-10	5.02581E-09
ENSG00000188011	RTP5	2.67067514	-4.324121661	1.443371048	-2.995848966	0.00273682	0.013430733
ENSG00000211810	TRAV29DV5	4.454778407	-4.333516178	1.224592099	-3.53874256	0.000402038	0.002653316
ENSG00000162739	SLAMF6	189.6214704	-4.335978396	0.462716524	-9.370701427	7.20521E-21	8.61279E-19
ENSG00000269800	PLEKHA3P1	4.489336186	-4.349618906	1.274901562	-3.411729216	0.000645522	0.00400497
ENSG00000237272	OR51R1P	4.455576635	-4.356899805	1.246008421	-3.496685682	0.000471077	0.003049671
ENSG00000116147	TNR	17.90161986	-4.357480782	0.754065652	-5.778649073	7.53028E-09	1.53178E-07
ENSG00000182162	P2RY8	336.0182865	-4.361459046	0.332143717	-13.13124057	2.18055E-39	2.57757E-36
ENSG00000211694	TRGV10	11.40827909	-4.385520123	0.941790423	-4.65657753	3.21509E-06	3.82598E-05
ENSG00000260838	None	2.682763096	-4.391399113	1.598552974	-2.747108907	0.006012317	0.02565117
ENSG00000258760	None	18.37077006	-4.394438816	0.707775889	-6.208799822	5.33908E-10	1.29781E-08
ENSG00000183918	SH2D1A	81.0600317	-4.394882378	0.613657244	-7.161786843	7.96322E-13	3.05474E-11
ENSG00000211857	TRAJ32	4.615894961	-4.396286083	1.22440093	-3.590560881	0.000329967	0.002246423
ENSG00000211885	TRAJ4	6.870215958	-4.399369379	1.052118461	-4.181439204	2.8967E-05	0.000270325
ENSG00000240535	None	7.095167255	-4.407703315	1.160936949	-3.796677605	0.000146648	0.001114918
ENSG00000275743	TRBV14	2.798884229	-4.415854849	1.338202737	-3.299839947	0.0009674	0.005617819
ENSG00000254395	IGHV4-55	33.34044345	-4.419160506	0.776924537	-5.688017683	1.28523E-08	2.50423E-07
ENSG00000205056	LINC02397	37.22055186	-4.42447224	0.609767425	-7.255999685	3.98706E-13	1.58076E-11
ENSG00000267607	ICAM4-AS1	2.772169786	-4.425687408	1.307443756	-3.384992576	0.000711802	0.004339594
ENSG00000026751	SLAMF7	892.2037676	-4.427326826	0.55696143	-7.949072568	1.87913E-15	1.04303E-13
ENSG00000255760	LINC02422	9.363973778	-4.429834954	0.912177099	-4.856332129	1.1958E-06	1.568E-05
ENSG00000259078	PTBP1P	11.61603276	-4.429910796	0.798239343	-5.549602177	2.8632E-08	5.2761E-07
ENSG00000211970	IGHV4-61	33.87999777	-4.43051382	0.725940462	-6.103136623	1.04007E-09	2.41417E-08
ENSG00000211766	TRBJ2-2P	2.895313412	-4.432876771	1.409142184	-3.145798077	0.001656343	0.00883863
ENSG00000211873	TRAJ16	4.681360829	-4.439310952	1.201836106	-3.693773992	0.00022095	0.001589328
ENSG00000134668	SPOCD1	35.45469642	-4.443769968	0.751731859	-5.911376396	3.39261E-09	7.26214E-08
ENSG00000132958	TPTE2	7.215380465	-4.444958443	1.052165472	-4.224581174	2.39386E-05	0.000227795
ENSG00000244432	RPL39P28	2.909642709	-4.456703024	1.343770317	-3.316566058	0.00091131	0.005333831
ENSG00000095970	TREM2	51.02346513	-4.45708505	0.88295509	-5.047918178	4.4665E-07	6.36681E-06
ENSG00000232543	IGHD4-11	1.650378584	-4.460970539	1.527691482	-2.920072929	0.003499495	0.016384022
ENSG00000126353	CCR7	264.7674024	-4.467277036	0.314693374	-14.19565013	9.74782E-46	3.88889E-42
ENSG00000173762	CD7	104.1299405	-4.471877719	0.407570477	-10.97203545	5.20864E-28	1.66239E-25
ENSG00000275361	None	2.828388126	-4.476311181	1.678381956	-2.667039624	0.007652265	0.031175605
ENSG00000213886	UBD	1.670153647	-4.476869492	1.583092124	-2.827927335	0.004685044	0.020856032
ENSG00000251408	None	7.150294072	-4.479113185	0.994056589	-4.505893561	6.60942E-06	7.28657E-05
ENSG00000211817	TRAV38-2DV8	4.968344128	-4.480633734	1.311022072	-3.417664607	0.000631609	0.003933352
